I           X1          NDT_H       VX1_H       TMP_H       NDT_HE      VX1_HE      TMP_HE      NDT_H+      VX1_H+      TMP_H+      NDT_HE+     VX1_HE+     TMP_HE+     NDT_ELC     VX1_ELC     TMP_ELC     
65          1.0118e+10  2.8117e+11  2.8510e+02  1.5072e+03  3.0803e+10  2.7095e+02  1.5072e+03  1.1649e+08  2.8343e+02  1.5072e+03  4.0825e+07  2.7921e+02  1.5072e+03  1.5731e+08  2.8233e+02  1.5074e+03  
66          1.0128e+10  2.5655e+11  2.9691e+02  1.5179e+03  2.8121e+10  2.8158e+02  1.5179e+03  1.1690e+08  2.9487e+02  1.5179e+03  4.4790e+07  2.9056e+02  1.5179e+03  1.6169e+08  2.9368e+02  1.5182e+03  
67          1.0137e+10  2.3303e+11  3.1620e+02  1.5354e+03  2.5516e+10  2.9956e+02  1.5354e+03  1.1731e+08  3.1374e+02  1.5354e+03  4.9068e+07  3.0932e+02  1.5354e+03  1.6638e+08  3.1244e+02  1.5357e+03  
68          1.0147e+10  2.1065e+11  3.4320e+02  1.5610e+03  2.3004e+10  3.2509e+02  1.5610e+03  1.1765e+08  3.4026e+02  1.5610e+03  5.3560e+07  3.3570e+02  1.5611e+03  1.7121e+08  3.3883e+02  1.5613e+03  
69          1.0158e+10  1.8950e+11  3.7970e+02  1.5960e+03  2.0604e+10  3.5991e+02  1.5960e+03  1.1786e+08  3.7618e+02  1.5960e+03  5.8146e+07  3.7146e+02  1.5960e+03  1.7601e+08  3.7462e+02  1.5963e+03  
70          1.0168e+10  1.6969e+11  4.2674e+02  1.6414e+03  1.8342e+10  4.0504e+02  1.6414e+03  1.1790e+08  4.2256e+02  1.6414e+03  6.2694e+07  4.1764e+02  1.6414e+03  1.8060e+08  4.2086e+02  1.6417e+03  
71          1.0178e+10  1.5132e+11  4.8546e+02  1.6979e+03  1.6239e+10  4.6158e+02  1.6979e+03  1.1774e+08  4.8052e+02  1.6979e+03  6.7074e+07  4.7535e+02  1.6979e+03  1.8482e+08  4.7864e+02  1.6982e+03  
72          1.0189e+10  1.3446e+11  5.5659e+02  1.7663e+03  1.4313e+10  5.3024e+02  1.7663e+03  1.1737e+08  5.5080e+02  1.7663e+03  7.1175e+07  5.4530e+02  1.7664e+03  1.8855e+08  5.4872e+02  1.7667e+03  
73          1.0200e+10  1.1915e+11  6.4059e+02  1.8471e+03  1.2573e+10  6.1143e+02  1.8471e+03  1.1680e+08  6.3384e+02  1.8471e+03  7.4909e+07  6.2794e+02  1.8471e+03  1.9170e+08  6.3153e+02  1.8475e+03  
74          1.0211e+10  1.0539e+11  7.3757e+02  1.9403e+03  1.1022e+10  7.0522e+02  1.9403e+03  1.1602e+08  7.2974e+02  1.9403e+03  7.8222e+07  7.2335e+02  1.9404e+03  1.9425e+08  7.2716e+02  1.9407e+03  
75          1.0222e+10  9.3140e+10  8.4730e+02  2.0460e+03  9.6543e+09  8.1137e+02  2.0460e+03  1.1508e+08  8.3828e+02  2.0460e+03  8.1093e+07  8.3131e+02  2.0460e+03  1.9618e+08  8.3540e+02  2.0464e+03  
76          1.0233e+10  8.2315e+10  9.6935e+02  2.1635e+03  8.4609e+09  9.2941e+02  2.1635e+03  1.1400e+08  9.5902e+02  2.1635e+03  8.3527e+07  9.5138e+02  2.1635e+03  1.9753e+08  9.5579e+02  2.1640e+03  
77          1.0245e+10  7.2821e+10  1.1031e+03  2.2923e+03  7.4277e+09  1.0587e+03  2.2923e+03  1.1281e+08  1.0913e+03  2.2923e+03  8.5552e+07  1.0829e+03  2.2923e+03  1.9836e+08  1.0877e+03  2.2927e+03  
78          1.0256e+10  6.4540e+10  1.2478e+03  2.4311e+03  6.5384e+09  1.1985e+03  2.4311e+03  1.1154e+08  1.2346e+03  2.4311e+03  8.7208e+07  1.2253e+03  2.4311e+03  1.9874e+08  1.2305e+03  2.4316e+03  
79          1.0268e+10  5.7350e+10  1.4028e+03  2.5788e+03  5.7761e+09  1.3483e+03  2.5788e+03  1.1021e+08  1.3880e+03  2.5788e+03  8.8544e+07  1.3778e+03  2.5788e+03  1.9876e+08  1.3834e+03  2.5793e+03  
80          1.0280e+10  5.1123e+10  1.5675e+03  2.7337e+03  5.1238e+09  1.5073e+03  2.7337e+03  1.0886e+08  1.5511e+03  2.7337e+03  8.9607e+07  1.5398e+03  2.7337e+03  1.9847e+08  1.5460e+03  2.7342e+03  
81          1.0292e+10  4.5741e+10  1.7413e+03  2.8942e+03  4.5659e+09  1.6751e+03  2.8942e+03  1.0751e+08  1.7232e+03  2.8942e+03  9.0442e+07  1.7108e+03  2.8942e+03  1.9795e+08  1.7176e+03  2.8948e+03  
82          1.0304e+10  4.1089e+10  1.9238e+03  3.0587e+03  4.0880e+09  1.8514e+03  3.0587e+03  1.0617e+08  1.9040e+03  3.0587e+03  9.1088e+07  1.8905e+03  3.0587e+03  1.9726e+08  1.8978e+03  3.0594e+03  
83          1.0317e+10  3.7066e+10  2.1146e+03  3.2256e+03  3.6777e+09  2.0358e+03  3.2256e+03  1.0486e+08  2.0932e+03  3.2256e+03  9.1577e+07  2.0785e+03  3.2256e+03  1.9644e+08  2.0863e+03  3.2263e+03  
84          1.0330e+10  3.3579e+10  2.3135e+03  3.3934e+03  3.3240e+09  2.2281e+03  3.3934e+03  1.0359e+08  2.2905e+03  3.3935e+03  9.1936e+07  2.2746e+03  3.3935e+03  1.9553e+08  2.2830e+03  3.3942e+03  
