I           X1          NDT_H       VX1_H       TMP_H       NDT_HE      VX1_HE      TMP_HE      NDT_H+      VX1_H+      TMP_H+      NDT_HE+     VX1_HE+     TMP_HE+     NDT_ELC     VX1_ELC     TMP_ELC     
75          1.0222e+10  3.2502e+10  1.7112e+02  1.1873e+03  3.0683e+09  8.2829e+01  1.1873e+03  6.0223e+07  1.4851e+02  1.1873e+03  4.8567e+07  1.4505e+02  1.1873e+03  1.0879e+08  1.4699e+02  1.1874e+03  
76          1.0233e+10  2.7104e+10  2.3068e+02  1.2798e+03  2.3401e+09  1.3788e+02  1.2798e+03  6.0282e+07  2.0603e+02  1.2798e+03  4.5611e+07  2.0251e+02  1.2798e+03  1.0589e+08  2.0454e+02  1.2798e+03  
77          1.0245e+10  2.2598e+10  2.9484e+02  1.3930e+03  1.7574e+09  2.0226e+02  1.3930e+03  6.0421e+07  2.6844e+02  1.3930e+03  4.2107e+07  2.6492e+02  1.3930e+03  1.0253e+08  2.6702e+02  1.3931e+03  
78          1.0256e+10  1.8873e+10  3.6036e+02  1.5283e+03  1.2999e+09  2.7604e+02  1.5283e+03  6.0595e+07  3.3255e+02  1.5283e+03  3.8207e+07  3.2913e+02  1.5283e+03  9.8802e+07  3.3125e+02  1.5284e+03  
79          1.0268e+10  1.5817e+10  4.2444e+02  1.6866e+03  9.4734e+08  3.6080e+02  1.6865e+03  6.0767e+07  3.9548e+02  1.6866e+03  3.4078e+07  3.9235e+02  1.6866e+03  9.4845e+07  3.9438e+02  1.6866e+03  
80          1.0280e+10  1.3323e+10  4.8486e+02  1.8677e+03  6.8033e+08  4.5951e+02  1.8677e+03  6.0909e+07  4.5487e+02  1.8678e+03  2.9885e+07  4.5231e+02  1.8678e+03  9.0794e+07  4.5405e+02  1.8678e+03  
81          1.0292e+10  1.1293e+10  5.4029e+02  2.0710e+03  4.8174e+08  5.7623e+02  2.0710e+03  6.0996e+07  5.0923e+02  2.0710e+03  2.5781e+07  5.0759e+02  2.0710e+03  8.6777e+07  5.0876e+02  2.0710e+03  
82          1.0304e+10  9.6443e+09  5.9032e+02  2.2943e+03  3.3677e+08  7.1465e+02  2.2943e+03  6.1012e+07  5.5799e+02  2.2943e+03  2.1894e+07  5.5769e+02  2.2943e+03  8.2906e+07  5.5794e+02  2.2944e+03  
83          1.0317e+10  8.3031e+09  6.3539e+02  2.5348e+03  2.3300e+08  8.7544e+02  2.5348e+03  6.0946e+07  6.0152e+02  2.5348e+03  1.8325e+07  6.0302e+02  2.5348e+03  7.9271e+07  6.0189e+02  2.5349e+03  
84          1.0330e+10  7.2102e+09  6.7653e+02  2.7886e+03  1.6025e+08  1.0522e+03  2.7886e+03  6.0792e+07  6.4088e+02  2.7886e+03  1.5142e+07  6.4461e+02  2.7886e+03  7.5933e+07  6.4165e+02  2.7887e+03  
85          1.0342e+10  6.3169e+09  7.1507e+02  3.0513e+03  1.1032e+08  1.2269e+03  3.0513e+03  6.0549e+07  6.7752e+02  3.0513e+03  1.2382e+07  6.8383e+02  3.0513e+03  7.2930e+07  6.7861e+02  3.0514e+03  
