I           X1          NDT_H       VX1_H       TMP_H       NDT_HE      VX1_HE      TMP_HE      NDT_H+      VX1_H+      TMP_H+      NDT_HE+     VX1_HE+     TMP_HE+     NDT_ELC     VX1_ELC     TMP_ELC     
84          1.0330e+10  9.7262e+10  5.4186e+01  2.0366e-02  4.4637e+09  9.2611e+00  9.3465e-04  5.8809e+07  5.1737e+01  1.2314e-05  1.0280e+07  4.5112e+01  2.1525e-06  6.9089e+07  5.0752e+01  1.4468e-05  
85          1.0342e+10  8.7619e+10  5.0230e+01  1.8550e-02  4.0997e+09  1.4737e+00  8.6795e-04  5.9210e+07  4.7403e+01  1.2535e-05  1.1322e+07  4.0822e+01  2.3969e-06  7.0531e+07  4.6347e+01  1.4933e-05  
86          1.0356e+10  7.8539e+10  5.1143e+01  1.6898e-02  3.7315e+09  -1.9812e+00 8.0283e-04  5.9389e+07  4.7852e+01  1.2778e-05  1.2324e+07  4.1229e+01  2.6514e-06  7.1713e+07  4.6714e+01  1.5430e-05  
87          1.0369e+10  7.0043e+10  5.7204e+01  1.5403e-02  3.3660e+09  -9.2399e-01 7.4018e-04  5.9371e+07  5.3347e+01  1.3056e-05  1.3262e+07  4.6587e+01  2.9164e-06  7.2634e+07  5.2113e+01  1.5974e-05  
88          1.0382e+10  6.2160e+10  6.8702e+01  1.4057e-02  3.0103e+09  4.8344e+00  6.8076e-04  5.9184e+07  6.4163e+01  1.3384e-05  1.4117e+07  5.7162e+01  3.1926e-06  7.3301e+07  6.2815e+01  1.6578e-05  
89          1.0396e+10  5.4911e+10  8.5721e+01  1.2852e-02  2.6710e+09  1.5274e+01  6.2516e-04  5.8855e+07  8.0365e+01  1.3775e-05  1.4873e+07  7.3007e+01  3.4812e-06  7.3728e+07  7.8881e+01  1.7258e-05  
90          1.0410e+10  4.8309e+10  1.0821e+02  1.1778e-02  2.3534e+09  3.0239e+01  5.7377e-04  5.8413e+07  1.0188e+02  1.4242e-05  1.5521e+07  9.4041e+01  3.7842e-06  7.3934e+07  1.0024e+02  1.8027e-05  
91          1.0424e+10  4.2354e+10  1.3596e+02  1.0824e-02  2.0613e+09  4.9403e+01  5.2681e-04  5.7882e+07  1.2849e+02  1.4793e-05  1.6057e+07  1.2001e+02  4.1036e-06  7.3939e+07  1.2665e+02  1.8898e-05  
92          1.0438e+10  3.7031e+10  1.6861e+02  9.9798e-03  1.7971e+09  7.2301e+01  4.8430e-04  5.7285e+07  1.5981e+02  1.5438e-05  1.6482e+07  1.5052e+02  4.4419e-06  7.3767e+07  1.5773e+02  1.9882e-05  
93          1.0452e+10  3.2315e+10  2.0570e+02  9.2337e-03  1.5613e+09  9.8348e+01  4.4614e-04  5.6637e+07  1.9535e+02  1.6184e-05  1.6803e+07  1.8506e+02  4.8013e-06  7.3439e+07  1.9300e+02  2.0987e-05  
94          1.0467e+10  2.8169e+10  2.4668e+02  8.5756e-03  1.3537e+09  1.2688e+02  4.1211e-04  5.5951e+07  2.3456e+02  1.7034e-05  1.7029e+07  2.2304e+02  5.1842e-06  7.2980e+07  2.3187e+02  2.2220e-05  
95          1.0482e+10  2.4550e+10  2.9094e+02  7.9951e-03  1.1728e+09  1.5720e+02  3.8193e-04  5.5239e+07  2.7683e+02  1.7990e-05  1.7172e+07  2.6382e+02  5.5922e-06  7.2410e+07  2.7375e+02  2.3584e-05  
96          1.0497e+10  2.1410e+10  3.3790e+02  7.4829e-03  1.0165e+09  1.8862e+02  3.5528e-04  5.4507e+07  3.2156e+02  1.9050e-05  1.7244e+07  3.0677e+02  6.0268e-06  7.1751e+07  3.1801e+02  2.5079e-05  
97          1.0512e+10  1.8700e+10  3.8699e+02  7.0302e-03  8.8258e+08  2.2052e+02  3.3179e-04  5.3760e+07  3.6820e+02  2.0211e-05  1.7259e+07  3.5130e+02  6.4883e-06  7.1020e+07  3.6410e+02  2.6701e-05  
98          1.0528e+10  1.6371e+10  4.3767e+02  6.6291e-03  7.6832e+08  2.5236e+02  3.1111e-04  5.3006e+07  4.1624e+02  2.1464e-05  1.7228e+07  3.9687e+02  6.9763e-06  7.0234e+07  4.1149e+02  2.8442e-05  
99          1.0543e+10  1.4375e+10  4.8955e+02  6.2728e-03  6.7123e+08  2.8381e+02  2.9289e-04  5.2248e+07  4.6531e+02  2.2799e-05  1.7162e+07  4.4313e+02  7.4890e-06  6.9410e+07  4.5983e+02  3.0290e-05  
100         1.0559e+10  1.2669e+10  5.4211e+02  5.9550e-03  5.8891e+08  3.1448e+02  2.7681e-04  5.1493e+07  5.1495e+02  2.4204e-05  1.7070e+07  4.8960e+02  8.0233e-06  6.8562e+07  5.0866e+02  3.2229e-05  
101         1.0576e+10  1.1213e+10  5.9552e+02  5.6705e-03  5.1917e+08  3.4473e+02  2.6254e-04  5.0749e+07  5.6538e+02  2.5664e-05  1.6957e+07  5.3652e+02  8.5749e-06  6.7705e+07  5.5814e+02  3.4241e-05  
102         1.0592e+10  9.9712e+09  6.4902e+02  5.4144e-03  4.6008e+08  3.7411e+02  2.4983e-04  5.0025e+07  6.1591e+02  2.7164e-05  1.6828e+07  5.8328e+02  9.1380e-06  6.6854e+07  6.0769e+02  3.6305e-05  
103         1.0609e+10  8.9119e+09  7.0236e+02  5.1830e-03  4.0994e+08  4.0265e+02  2.3841e-04  4.9335e+07  6.6634e+02  2.8692e-05  1.6688e+07  6.2976e+02  9.7055e-06  6.6023e+07  6.5711e+02  3.8401e-05  
