I           X1          NDT_H       VX1_H       TMP_H       NDT_HE      VX1_HE      TMP_HE      NDT_H+      VX1_H+      TMP_H+      NDT_HE+     VX1_HE+     TMP_HE+     NDT_ELC     VX1_ELC     TMP_ELC     
80          2.8445e+09  7.5429e+12  3.3100e+00  6.5000e+02  5.4925e+11  2.7712e+00  6.5000e+02  7.2084e+06  3.3113e+00  6.5000e+02  9.9141e+03  2.3626e+00  6.5000e+02  7.2183e+06  3.3086e+00  6.5009e+02  
81          2.8485e+09  7.1362e+12  3.5122e+00  6.5000e+02  5.2480e+11  2.9441e+00  6.5000e+02  7.0281e+06  3.5136e+00  6.5000e+02  9.9201e+03  2.5202e+00  6.5000e+02  7.0381e+06  3.5109e+00  6.5010e+02  
82          2.8525e+09  6.7454e+12  3.7242e+00  6.5000e+02  5.0113e+11  3.1248e+00  6.5000e+02  6.8485e+06  3.7259e+00  6.5000e+02  9.9260e+03  2.6849e+00  6.5000e+02  6.8585e+06  3.7230e+00  6.5010e+02  
83          2.8566e+09  6.3704e+12  3.9506e+00  6.5000e+02  4.7822e+11  3.3178e+00  6.5000e+02  6.6694e+06  3.9526e+00  6.5000e+02  9.9316e+03  2.8610e+00  6.5000e+02  6.6794e+06  3.9496e+00  6.5011e+02  
84          2.8608e+09  6.0108e+12  4.1918e+00  6.5000e+02  4.5607e+11  3.5231e+00  6.5000e+02  6.4907e+06  4.1940e+00  6.5000e+02  9.9370e+03  3.0486e+00  6.5000e+02  6.5007e+06  4.1909e+00  6.5011e+02  
85          2.8651e+09  5.6662e+12  4.4488e+00  6.5000e+02  4.3466e+11  3.7416e+00  6.5000e+02  6.3123e+06  4.4515e+00  6.5000e+02  9.9421e+03  3.2486e+00  6.5000e+02  6.3223e+06  4.4482e+00  6.5012e+02  
86          2.8694e+09  5.3364e+12  4.7229e+00  6.5000e+02  4.1397e+11  3.9744e+00  6.5000e+02  6.1344e+06  4.7259e+00  6.5000e+02  9.9471e+03  3.4619e+00  6.5000e+02  6.1443e+06  4.7225e+00  6.5012e+02  
87          2.8738e+09  5.0210e+12  5.0153e+00  6.5000e+02  3.9399e+11  4.2224e+00  6.5000e+02  5.9570e+06  5.0187e+00  6.5000e+02  9.9519e+03  3.6893e+00  6.5000e+02  5.9670e+06  5.0151e+00  6.5013e+02  
88          2.8782e+09  4.7197e+12  5.3272e+00  6.5000e+02  3.7470e+11  4.4867e+00  6.5000e+02  5.7807e+06  5.3311e+00  6.5000e+02  9.9564e+03  3.9320e+00  6.5000e+02  5.7907e+06  5.3273e+00  6.5013e+02  
89          2.8828e+09  4.4322e+12  5.6603e+00  6.5000e+02  3.5609e+11  4.7684e+00  6.5000e+02  5.6061e+06  5.6644e+00  6.5000e+02  9.9608e+03  4.1910e+00  6.5000e+02  5.6161e+06  5.6605e+00  6.5014e+02  
90          2.8874e+09  4.1580e+12  6.0159e+00  6.5000e+02  3.3815e+11  5.0688e+00  6.5000e+02  5.4341e+06  6.0203e+00  6.5000e+02  9.9650e+03  4.4675e+00  6.5000e+02  5.4441e+06  6.0162e+00  6.5015e+02  
91          2.8921e+09  3.8968e+12  6.3960e+00  6.5000e+02  3.2086e+11  5.3892e+00  6.5000e+02  5.2662e+06  6.4004e+00  6.5000e+02  9.9690e+03  4.7629e+00  6.5000e+02  5.2762e+06  6.3960e+00  6.5015e+02  
92          2.8968e+09  3.6482e+12  6.8023e+00  6.5000e+02  3.0421e+11  5.7312e+00  6.5000e+02  5.1041e+06  6.8063e+00  6.5000e+02  9.9728e+03  5.0787e+00  6.5000e+02  5.1141e+06  6.8016e+00  6.5016e+02  
93          2.9017e+09  3.4120e+12  7.2370e+00  6.5000e+02  2.8818e+11  6.0964e+00  6.5000e+02  4.9500e+06  7.2399e+00  6.5000e+02  9.9764e+03  5.4164e+00  6.5000e+02  4.9600e+06  7.2349e+00  6.5017e+02  
94          2.9066e+09  3.1876e+12  7.7022e+00  6.5000e+02  2.7278e+11  6.4865e+00  6.5000e+02  4.8069e+06  7.7032e+00  6.5000e+02  9.9799e+03  5.7779e+00  6.5000e+02  4.8169e+06  7.6979e+00  6.5018e+02  
95          2.9116e+09  2.9748e+12  8.2005e+00  6.5000e+02  2.5797e+11  6.9033e+00  6.5000e+02  4.6780e+06  8.1983e+00  6.5000e+02  9.9833e+03  6.1655e+00  6.5000e+02  4.6880e+06  8.1927e+00  6.5018e+02  
96          2.9168e+09  2.7732e+12  8.7345e+00  6.5000e+02  2.4375e+11  7.3492e+00  6.5000e+02  4.5673e+06  8.7275e+00  6.5000e+02  9.9865e+03  6.5815e+00  6.5000e+02  4.5773e+06  8.7215e+00  6.5019e+02  
97          2.9219e+09  2.5823e+12  9.3070e+00  6.5000e+02  2.3010e+11  7.8260e+00  6.5000e+02  4.4792e+06  9.2932e+00  6.5000e+02  9.9897e+03  7.0286e+00  6.5000e+02  4.4892e+06  9.2868e+00  6.5020e+02  
98          2.9272e+09  2.4018e+12  9.9226e+00  6.5000e+02  2.1702e+11  8.3378e+00  6.5000e+02  4.4187e+06  9.8994e+00  6.5000e+02  9.9922e+03  7.5269e+00  6.5000e+02  4.4287e+06  9.8927e+00  6.5020e+02  
99          2.9326e+09  2.2314e+12  1.0576e+01  6.5000e+02  2.0449e+11  8.8779e+00  6.5000e+02  4.3909e+06  1.0540e+01  6.5000e+02  9.9952e+03  7.9771e+00  6.5000e+02  4.4009e+06  1.0533e+01  6.5020e+02  
100         2.9380e+09  2.0707e+12  1.1323e+01  6.5000e+02  1.9250e+11  9.5020e+00  6.5000e+02  4.4011e+06  1.1271e+01  6.5000e+02  1.0201e+04  8.1760e+00  6.5000e+02  4.4113e+06  1.1263e+01  6.5020e+02  
